# {"t_start": 1582792222.0370386, "env_id": "HalfCheetah-v2"} 
r,l,t
-679.005817,1000,11.720515
-503.72255,1000,20.576414
-602.517964,1000,160.11187
-697.594035,1000,171.341892
-571.488875,1000,318.72831
-686.9649,1000,328.817166
-589.72504,1000,486.243371
-666.771568,1000,497.092442
-398.949982,1000,653.32929
-497.694736,1000,663.604578
-618.339786,1000,816.419833
-536.162239,1000,826.65331
-542.401307,1000,981.234329
-458.752344,1000,991.794921
-484.801298,1000,1139.132948
-574.267183,1000,1152.149131
-480.450763,1000,1302.291475
-529.939166,1000,1312.631831
-592.979938,1000,1473.330692
-534.653617,1000,1483.337698
-532.524534,1000,1643.249573
-448.579076,1000,1653.253269
-455.675974,1000,1739.157805
-520.106888,1000,1751.696926
-389.28241,1000,1838.177841
-474.523646,1000,1848.214931
-339.585797,1000,1933.473233
-410.157377,1000,1946.300133
-490.159573,1000,2034.325561
-397.191977,1000,2044.140798
-418.052251,1000,2128.108366
-393.16709,1000,2141.077625
-421.703726,1000,2230.603951
-359.512081,1000,2240.462696
-366.550382,1000,2323.532205
-437.384752,1000,2336.160503
-448.74544,1000,2426.993908
-346.308791,1000,2437.006764
-306.592305,1000,2519.179432
-360.86082,1000,2532.052608
-371.144763,1000,2622.600442
-206.801408,1000,2632.597038
-308.919052,1000,2642.763346
-380.418253,1000,2727.674484
-405.68457,1000,2740.361696
-228.926725,1000,2830.356783
-213.532499,1000,2840.354275
-503.705698,1000,2923.510228
-359.45236,1000,2935.999443
-242.493422,1000,3024.853605
-246.923137,1000,3034.749351
-275.163874,1000,3117.774074
-244.288493,1000,3129.802014
-284.304016,1000,3238.731123
-288.593655,1000,3248.753979
-154.326324,1000,3332.493452
-244.180741,1000,3345.497576
-192.946255,1000,3434.854679
-64.252847,1000,3445.622895
-259.008814,1000,3530.221268
-309.609385,1000,3543.140478
-179.560749,1000,3634.031165
-187.350082,1000,3644.233615
-260.66804,1000,3729.939702
-103.993579,1000,3742.607805
-1.954435,1000,3832.91283
-264.192381,1000,3843.052027
-149.993038,1000,3925.856909
-213.54855,1000,3937.579469
-72.816405,1000,4029.355218
-98.044471,1000,4039.6883
-39.358692,1000,4121.850467
-357.26196,1000,4131.940896
-127.383444,1000,4226.255501
27.825337,1000,4236.281578
-113.948471,1000,4318.570503
-174.002531,1000,4328.58601
126.023434,1000,4422.056349
39.121414,1000,4432.034412
74.828709,1000,4527.969671
-180.670006,1000,4540.962532
-225.286465,1000,4649.6068
49.697051,1000,4660.116693
154.14288,1000,4742.56016
-136.792129,1000,4752.643596
14.253167,1000,4762.486815
-159.843702,1000,4855.240469
-39.10099,1000,4865.185794
11.584584,1000,4946.195934
-157.082647,1000,4956.451591
-32.258962,1000,5049.991498
10.348054,1000,5060.059836
36.793159,1000,5140.459495
-85.867489,1000,5150.479918
40.762528,1000,5243.040122
147.098564,1000,5253.797784
253.868535,1000,5337.25075
34.723753,1000,5347.378
121.930013,1000,5440.456817
163.692838,1000,5451.977116
12.457073,1000,5534.743191
74.115919,1000,5544.788557
243.521943,1000,5636.815844
215.392495,1000,5649.516118
149.559325,1000,5750.811037
213.402687,1000,5760.768751
285.411215,1000,5856.152585
163.33502,1000,5866.526029
85.084119,1000,5949.499719
204.96893,1000,5959.637896
126.205304,1000,6052.845764
275.582784,1000,6064.000664
-403.25531,1000,6147.136516
354.499154,1000,6157.463051
233.718364,1000,6250.86885
-257.533732,1000,6263.629383
164.155761,1000,6347.892071
224.750779,1000,6358.396192
185.441386,1000,6450.707976
307.974457,1000,6463.85926
180.057204,1000,6548.172911
140.710917,1000,6558.595663
451.058648,1000,6650.997979
355.115057,1000,6664.169377
141.859789,1000,6748.847001
151.200554,1000,6759.2417
383.434817,1000,6849.497512
67.69061,1000,6862.211128
252.243862,1000,6874.552243
229.417633,1000,6959.844086
423.162673,1000,6970.062951
375.592736,1000,7062.771587
438.31421,1000,7075.91599
352.614142,1000,7159.927361
-64.84628,1000,7170.162463
309.481274,1000,7261.53793
387.055143,1000,7274.239325
250.172819,1000,7359.145543
381.764068,1000,7369.384368
-43.373541,1000,7459.75361
421.211908,1000,7472.99225
141.150049,1000,7562.210089
311.793686,1000,7572.361672
313.524549,1000,7662.853894
483.24071,1000,7675.809274
381.398542,1000,7763.28562
446.141924,1000,7773.408473
422.28484,1000,7861.652317
480.437977,1000,7874.482188
453.285956,1000,7962.710867
602.737531,1000,7973.080064
426.802642,1000,8060.255345
473.658035,1000,8073.108742
607.451609,1000,8162.77973
589.293634,1000,8173.049463
444.538014,1000,8282.765874
533.967864,1000,8295.731976
492.778989,1000,8384.13047
554.099995,1000,8394.577461
531.137267,1000,8483.727997
-367.726655,1000,8496.433725
558.523718,1000,8584.753113
279.297091,1000,8594.99852
563.248616,1000,8682.071546
660.873951,1000,8695.131914
723.188254,1000,8785.339499
595.555511,1000,8795.932351
602.908753,1000,8882.504764
633.031827,1000,8895.433183
755.854765,1000,8984.661615
850.317755,1000,8995.092229
621.261396,1000,9005.110644
574.269846,1000,9093.030033
676.605558,1000,9105.860505
800.116081,1000,9195.062799
757.880347,1000,9204.994919
1.120107,1000,9290.675149
741.934372,1000,9303.77669
838.663391,1000,9393.633507
850.303207,1000,9403.511483
662.612801,1000,9486.877424
711.718256,1000,9499.883827
-104.631185,1000,9590.600401
-493.863181,1000,9600.481127
894.401751,1000,9681.29821
992.443346,1000,9692.129049
877.537801,1000,9786.121364
881.452834,1000,9796.15318
744.740334,1000,9877.599785
827.16092,1000,9887.574003
936.757564,1000,9981.87409
921.697341,1000,9991.814589
872.639113,1000,10075.011284
943.128498,1000,10085.630754
849.350281,1000,10181.029734
912.76729,1000,10191.85905
850.835742,1000,10276.713319
-213.524206,1000,10287.001457
1046.894434,1000,10381.800402
-95.646222,1000,10392.182456
983.699147,1000,10475.060189
1105.541195,1000,10485.344936
913.130164,1000,10581.61313
1028.573559,1000,10594.225088
263.144448,1000,10707.920554
903.182137,1000,10720.72737
895.877703,1000,10857.876181
263.803271,1000,10870.495886
986.356914,1000,10973.836635
1085.511573,1000,10985.126708
946.24451,1000,11088.350048
868.550102,1000,11100.584333
1162.512635,1000,11198.649008
1051.67459,1000,11211.498591
993.637463,1000,11224.103676
1101.092579,1000,11334.823441
1122.897991,1000,11347.328523
966.144853,1000,11448.030128
1093.457467,1000,11459.561306
1116.787654,1000,11556.59544
1007.351741,1000,11568.392608
1259.839126,1000,11684.345389
1100.433122,1000,11698.263755
1151.772972,1000,11795.193078
549.914863,1000,11806.798224
1296.668031,1000,11908.362785
1027.15784,1000,11920.6298
1102.416199,1000,12026.802775
850.897367,1000,12039.735988
546.668092,1000,12139.930172
1186.000828,1000,12151.080075
186.145735,1000,12257.281333
985.266357,1000,12268.961661
1128.887124,1000,12367.561097
1286.248065,1000,12380.490412
136.072664,1000,12490.749973
1248.977294,1000,12503.798657
1221.098768,1000,12603.177572
1200.600117,1000,12614.827044
1172.604844,1000,12710.838624
1204.353444,1000,12723.309631
1147.665967,1000,12839.603995
1267.369418,1000,12851.208637
818.703658,1000,12947.625499
1078.109523,1000,12959.013118
1220.67142,1000,13060.085174
1250.492336,1000,13072.443041
1278.043717,1000,13178.383455
1274.296077,1000,13191.185079
1144.849794,1000,13291.723108
1315.537987,1000,13304.25356
-701.309895,1000,13408.860701
1193.759843,1000,13419.977036
1216.157245,1000,13520.585049
1235.905905,1000,13533.362189
1146.485725,1000,13545.991115
1209.597904,1000,13657.803609
1255.694576,1000,13669.968957
1380.012285,1000,13788.781059
1429.738984,1000,13799.927632
1320.21318,1000,13906.230763
1301.583462,1000,13920.483454
1411.992526,1000,14026.734107
16.031706,1000,14038.414066
1195.352657,1000,14137.707264
1275.834163,1000,14150.204168
1303.063166,1000,14253.234662
1240.928496,1000,14264.380845
458.382498,1000,14369.656918
1343.570167,1000,14381.931881
1312.804872,1000,14483.873643
1216.721859,1000,14496.263951
1259.16243,1000,14594.869448
1353.603729,1000,14606.208513
-6.409558,1000,14708.861588
1404.720764,1000,14722.427919
1454.026905,1000,14834.592132
1234.163505,1000,14845.902555
1416.033876,1000,14941.903658
1443.184919,1000,14953.177714
1500.048719,1000,15064.800671
1466.464486,1000,15079.18962
1604.431314,1000,15179.956146
1523.777755,1000,15191.251685
1473.505201,1000,15291.51586
714.660704,1000,15305.956249
1592.096572,1000,15412.107398
1495.205472,1000,15423.64399
1584.84171,1000,15511.989996
-18.934409,1000,15522.227449
1499.375217,1000,15628.708145
1521.932009,1000,15638.749382
1458.868811,1000,15723.702969
1469.502372,1000,15734.066399
1557.22448,1000,15842.656093
1613.875305,1000,15853.952951
1442.227084,1000,15958.434864
-590.079657,1000,15971.33254
1719.575243,1000,15983.744415
1571.668828,1000,16102.760509
1650.081065,1000,16117.945446
-963.358659,1000,16231.668115
1539.932115,1000,16243.584811
1549.922239,1000,16354.498937
1581.26395,1000,16367.926212
1570.96341,1000,16497.893508
1464.890721,1000,16515.64668
1554.798734,1000,16633.663249
1695.535191,1000,16646.692757
1414.628766,1000,16770.544401
1675.830934,1000,16783.595619
1700.815677,1000,16887.463936
1627.734233,1000,16898.926829
1618.809125,1000,16997.40518
1577.991781,1000,17008.805655
1519.220206,1000,17119.632768
1673.940689,1000,17131.077892
1547.052203,1000,17225.408055
1579.395283,1000,17236.916001
1745.999313,1000,17344.408195
1665.357717,1000,17356.088773
1799.195689,1000,17451.337191
1618.640672,1000,17462.648968
1729.554437,1000,17564.985469
1945.902018,1000,17578.839808
1528.829151,1000,17672.836289
1923.197081,1000,17684.4061
1688.262065,1000,17783.615524
-123.74347,1000,17797.537302
1874.138409,1000,17894.185352
1760.186464,1000,17905.593956
1748.231081,1000,17998.654329
1973.042718,1000,18012.266237
1782.995127,1000,18111.984194
2021.619129,1000,18123.499972
2150.649964,1000,18212.089629
1811.864729,1000,18223.269081
2108.52866,1000,18326.178534
-157.302283,1000,18338.050349
1951.163443,1000,18432.005842
2055.177803,1000,18442.999767
1499.506397,1000,18454.403923
842.630092,1000,18560.275003
2069.253903,1000,18570.988971
1999.225226,1000,18663.862804
1888.646964,1000,18675.324534
1741.196876,1000,18780.80626
1904.397645,1000,18792.307069
2089.864708,1000,18884.206724
1988.796573,1000,18894.518517
2193.018203,1000,18995.349234
1947.900398,1000,19008.930526
1933.773225,1000,19104.653525
2145.072237,1000,19116.039834
2099.53389,1000,19212.825443
2015.484722,1000,19226.491959
2124.517409,1000,19324.715718
2036.977083,1000,19335.18485
1984.645213,1000,19429.21847
1969.249298,1000,19442.928822
2165.028174,1000,19563.696223
1898.317948,1000,19575.033159
2159.97299,1000,19668.179172
2008.103874,1000,19681.646645
2088.270604,1000,19784.734298
2111.322019,1000,19795.482805
2026.532997,1000,19889.577257
2026.495985,1000,19900.851021
1889.962746,1000,20006.121468
2083.397763,1000,20017.559819
1940.68097,1000,20110.981269
2019.582252,1000,20122.267068
2279.760079,1000,20227.75133
2160.442906,1000,20239.353848
1982.105493,1000,20333.390404
2214.303935,1000,20344.880698
1150.871572,1000,20448.338481
2365.508312,1000,20461.599782
2228.401925,1000,20553.1352
1251.955382,1000,20564.464724
2146.650472,1000,20661.897181
2107.495128,1000,20675.702835
2207.622127,1000,20773.082205
2102.302293,1000,20784.90417
2294.308338,1000,20796.513479
2185.666778,1000,20894.669542
2184.797678,1000,20908.47686
2527.439685,1000,21006.374936
2148.838715,1000,21017.497406
2241.957103,1000,21108.602689
2300.425031,1000,21122.157768
2119.337714,1000,21224.42366
2429.868031,1000,21235.927857
2239.887999,1000,21326.403152
2381.42029,1000,21337.026572
2439.922273,1000,21442.522326
2299.125984,1000,21453.921046
-90.497297,1000,21545.096119
2209.585348,1000,21556.089468
2048.878538,1000,21661.334823
2189.631751,1000,21672.887239
2478.499024,1000,21764.841541
2327.803216,1000,21776.367876
2325.733616,1000,21879.54267
2470.534012,1000,21893.083655
85.167104,1000,21982.53107
2540.091543,1000,21993.930302
2283.188268,1000,22091.142531
2244.743272,1000,22104.604815
2405.624256,1000,22201.558205
2643.373182,1000,22212.934377
2401.384894,1000,22330.572342
2397.21773,1000,22343.954718
2256.627959,1000,22440.089325
2434.18882,1000,22451.337902
2690.398018,1000,22543.762342
2304.66121,1000,22557.334779
2409.238995,1000,22658.021883
2526.300442,1000,22669.066303
2481.466058,1000,22763.072155
2478.952711,1000,22774.970367
2633.857273,1000,22879.084835
2732.714737,1000,22890.230538
2608.242608,1000,22983.888568
2515.770253,1000,22995.188792
2520.489421,1000,23099.984303
2819.918611,1000,23111.384666
2722.545007,1000,23122.078567
2511.027249,1000,23216.142535
2645.875006,1000,23227.540177
2765.870142,1000,23333.05534
2593.076396,1000,23344.378985
2602.419138,1000,23438.410987
2623.430317,1000,23449.876261
2579.323974,1000,23556.878387
2549.646264,1000,23568.54154
2555.450783,1000,23661.923614
2635.08738,1000,23673.245582
2542.493151,1000,23775.438019
2789.854863,1000,23789.237119
2438.802654,1000,23879.296343
2745.247369,1000,23890.304963
2449.918135,1000,23987.742412
2761.507982,1000,24001.122611
2632.712266,1000,24099.145146
2663.581642,1000,24110.817271
2558.988248,1000,24205.542232
1204.244397,1000,24219.090179
2670.733967,1000,24320.68667
2835.861728,1000,24331.751004
2692.377472,1000,24425.1758
2583.464093,1000,24436.838995
2685.829643,1000,24541.748288
2776.926818,1000,24552.99402
2659.407215,1000,24646.955688
2849.928773,1000,24658.326321
2867.641833,1000,24762.9987
2981.529174,1000,24774.260193
2780.813582,1000,24864.95295
2581.555752,1000,24876.241419
2852.938408,1000,24981.082249
2912.68231,1000,24992.642082
2946.08815,1000,25106.363051
2585.769859,1000,25116.683051
2733.397852,1000,25222.940404
2854.585153,1000,25234.566626
2858.467208,1000,25327.070347
2955.080898,1000,25338.23769
2848.277883,1000,25444.238898
2991.600944,1000,25457.015549
2847.632989,1000,25468.748775
2886.227049,1000,25562.447986
2813.325227,1000,25572.981761
2848.526407,1000,25675.469223
2872.001467,1000,25689.095541
3045.216324,1000,25785.712727
2901.200164,1000,25797.312702
2827.784676,1000,25895.298448
2679.354182,1000,25909.050827
2767.113381,1000,26005.869403
3005.067994,1000,26017.367381
2702.342253,1000,26111.969054
2864.564276,1000,26125.716523
2911.553773,1000,26228.844949
2941.071307,1000,26240.089216
2977.737826,1000,26329.447351
2827.754982,1000,26340.860053
2794.204655,1000,26446.483376
2909.312427,1000,26458.04168
3069.449325,1000,26552.022508
2894.032978,1000,26563.642683
2916.134128,1000,26668.544694
2863.81274,1000,26679.492665
3019.511802,1000,26773.095329
3088.449123,1000,26784.282724
3071.609305,1000,26887.947736
2914.527959,1000,26900.60843
2927.935925,1000,26993.84092
2973.462045,1000,27005.411216
2933.927556,1000,27105.15713
2970.267411,1000,27118.92435
2925.616073,1000,27212.189375
2820.490034,1000,27223.255972
2903.887058,1000,27319.659684
2871.447531,1000,27333.494906
3081.584211,1000,27433.18929
3178.940339,1000,27445.033694
2812.46917,1000,27537.244857
3024.15569,1000,27550.42988
3163.957699,1000,27653.508932
3019.298928,1000,27665.289041
3186.173405,1000,27676.603632
2929.612207,1000,27768.47262
3128.256795,1000,27780.267308
3119.037254,1000,27903.937035
3251.857327,1000,27914.749838
3257.007016,1000,28006.809865
